,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
19,14161,Byron Buxton,MIN,28,0.223,0.303,0.545,0.685,621439,142,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.4,0.0,0.25,0.667,0.5,False
20,11739,J.T. Realmuto,PHI,31,0.263,0.332,0.445,0.779,592663,143,Charlie Morton,1.0,Citizens Bank Park,16.0,450203,4.26,7.63,10.35,1.21,.230,0.333,0.25,0.25,0.5,0.333,True
21,19197,Will Smith,LAD,27,0.274,0.361,0.474,0.831,669257,119,Patrick Corbin,1.0,Dodger Stadium,17.0,571578,7.02,13.13,8.32,1.82,.331,0.0,0.0,0.333,0.0,0.0,False
22,15362,Jeff McNeil,NYM,30,0.306,0.36,0.446,0.853,643446,121,Domingo German,1.0,Citi Field,22.0,593334,4.18,9.89,6.46,1.44,.277,0.25,0.0,0.0,0.0,0.2,False
23,12927,Brandon Nimmo,NYM,29,0.267,0.352,0.417,0.828,607043,121,Domingo German,1.0,Citi Field,22.0,593334,4.18,9.89,6.46,1.44,.277,0.0,0.2,0.25,0.0,0.333,True
24,15676,Jose Abreu,CHW,35,0.296,0.373,0.46,0.79,547989,145,Antonio Senzatela,0.0,Coors Field,1.0,622608,4.67,12.61,5.16,1.65,.343,0.0,0.25,0.5,0.0,0.333,True
26,18036,Jake Cronenworth,SDP,28,0.239,0.341,0.387,0.847,630105,135,Tarik Skubal,0.0,Comerica Park,25.0,669373,3.52,7.95,8.95,1.16,.237,0.0,0.0,0.333,0.0,0.25,True
27,19251,Pete Alonso,NYM,27,0.281,0.361,0.54,0.778,624413,121,Domingo German,1.0,Citi Field,22.0,593334,4.18,9.89,6.46,1.44,.277,1.0,0.667,0.75,0.333,0.25,True
28,18345,Kyle Tucker,HOU,25,0.249,0.336,0.466,0.8079999999999999,663656,117,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,.226,0.5,0.2,0.25,0.0,0.25,False
30,22581,Alejandro Kirk,TOR,23,0.302,0.384,0.457,0.856,672386,141,Adam Wainwright,1.0,Rogers Centre,2.0,425794,3.27,8.29,7.28,1.19,.245,0.2,0.333,0.5,0.25,0.5,False
31,19955,Gavin Lux,LAD,24,0.296,0.372,0.423,0.818,666158,119,Patrick Corbin,1.0,Dodger Stadium,17.0,571578,7.02,13.13,8.32,1.82,.331,0.0,0.5,0.5,0.5,0.0,True
32,19611,Vladimir Guerrero Jr.,TOR,23,0.287,0.358,0.504,0.784,665489,141,Adam Wainwright,1.0,Rogers Centre,2.0,425794,3.27,8.29,7.28,1.19,.245,0.2,0.8,0.25,0.5,0.5,True
33,16505,Matt Chapman,TOR,29,0.24,0.32,0.47,0.737,656305,141,Adam Wainwright,1.0,Rogers Centre,2.0,425794,3.27,8.29,7.28,1.19,.245,0.667,0.5,0.333,0.5,0.667,True
34,10815,Jurickson Profar,SDP,29,0.254,0.345,0.416,0.831,595777,135,Tarik Skubal,0.0,Comerica Park,25.0,669373,3.52,7.95,8.95,1.16,.237,0.0,0.667,0.0,0.25,0.25,True
35,15986,Willy Adames,MIL,26,0.225,0.29,0.458,0.7240000000000001,642715,158,Chris Archer,1.0,American Family Field,18.0,502042,4.02,7.01,7.58,1.29,.212,0.0,0.0,0.333,0.25,0.167,True
36,19918,Daulton Varsho,ARI,25,0.241,0.315,0.43,0.782,662139,109,Logan Webb,1.0,Chase Field,13.0,657277,3.00,7.86,7.44,1.13,.234,0.0,0.333,0.0,0.75,0.0,False
37,18568,Luis Arraez,MIN,25,0.332,0.398,0.442,0.9329999999999999,650333,142,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.0,0.25,0.6,0.0,0.25,False
38,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,4.18,9.88,5.15,1.41,.280,0.5,0.333,1.0,0.25,0.25,True
39,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Jon Gray,1.0,T-Mobile Park,27.0,592351,3.83,7.58,10.10,1.17,.224,0.333,0.333,0.0,0.0,0.333,False
40,27506,Ha-seong Kim,SDP,26,0.249,0.325,0.374,0.83,673490,135,Tarik Skubal,0.0,Comerica Park,25.0,669373,3.52,7.95,8.95,1.16,.237,0.0,0.5,0.25,0.0,0.0,True
41,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Brad Keller,0.0,Kauffman Stadium,5.0,641745,4.93,9.42,6.11,1.43,.268,0.333,0.0,0.6,0.25,0.25,False
42,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Adam Wainwright,1.0,Rogers Centre,2.0,425794,3.27,8.29,7.28,1.19,.245,0.6,0.333,0.333,0.2,0.5,False
44,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Lucas Giolito,1.0,Coors Field,1.0,608337,4.92,10.01,10.09,1.49,.284,0.333,0.0,0.0,0.0,0.5,True
45,17929,Cedric Mullins II,BAL,27,0.266,0.324,0.399,0.8170000000000001,656775,110,Drew Rasmussen,1.0,Oriole Park at Camden Yards,30.0,656876,2.96,8.08,7.39,1.17,.238,0.333,0.333,0.25,0.667,0.5,False
46,16472,Rhys Hoskins,PHI,29,0.248,0.338,0.484,0.7609999999999999,656555,143,Charlie Morton,1.0,Citizens Bank Park,16.0,450203,4.26,7.63,10.35,1.21,.230,0.25,0.0,0.5,0.0,0.25,True
48,9241,Starling Marte,NYM,33,0.292,0.343,0.458,0.775,516782,121,Domingo German,1.0,Citi Field,22.0,593334,4.18,9.89,6.46,1.44,.277,0.5,0.5,0.0,0.5,0.5,True
49,16578,Yandy Diaz,TBR,30,0.274,0.389,0.388,0.87,650490,139,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.90,7.80,6.46,1.11,.232,0.0,0.25,0.5,0.0,0.333,True
50,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Logan Webb,1.0,Chase Field,13.0,657277,3.00,7.86,7.44,1.13,.234,0.333,0.2,0.2,0.5,0.0,False
51,19612,Bo Bichette,TOR,24,0.262,0.302,0.433,0.7759999999999999,666182,141,Adam Wainwright,1.0,Rogers Centre,2.0,425794,3.27,8.29,7.28,1.19,.245,0.5,0.0,0.0,0.6,0.0,True
52,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,4.18,9.88,5.15,1.41,.280,0.0,0.0,0.25,0.2,0.4,False
53,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Max Scherzer,0.0,Citi Field,22.0,453286,1.93,6.84,11.05,0.93,.209,0.5,0.0,0.2,0.25,0.0,False
54,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Brad Keller,0.0,Kauffman Stadium,5.0,641745,4.93,9.42,6.11,1.43,.268,0.333,0.25,0.0,0.5,0.0,True
55,13066,Teoscar Hernandez,TOR,29,0.271,0.322,0.489,0.672,606192,141,Adam Wainwright,1.0,Rogers Centre,2.0,425794,3.27,8.29,7.28,1.19,.245,0.667,0.5,0.25,0.75,0.0,False
56,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Antonio Senzatela,0.0,Coors Field,1.0,622608,4.67,12.61,5.16,1.65,.343,0.2,0.25,0.0,0.5,0.25,True
57,17273,Jorge Mateo,BAL,27,0.23,0.277,0.404,0.698,622761,110,Drew Rasmussen,1.0,Oriole Park at Camden Yards,30.0,656876,2.96,8.08,7.39,1.17,.238,0.333,0.25,0.5,0.25,0.25,True
58,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.4,0.0,0.4,0.25,0.4,True
59,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Lucas Giolito,1.0,Coors Field,1.0,608337,4.92,10.01,10.09,1.49,.284,0.0,0.0,0.0,0.333,0.167,True
60,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.29,8.06,6.73,1.18,.239,0.25,0.0,0.0,0.25,0.333,True
61,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Charlie Morton,1.0,Citizens Bank Park,16.0,450203,4.26,7.63,10.35,1.21,.230,0.25,0.0,0.0,0.0,0.25,False
62,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Zac Gallen,0.0,Chase Field,13.0,668678,2.94,6.39,8.62,0.99,.197,0.25,0.0,0.25,0.0,0.333,True
63,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Lucas Giolito,1.0,Coors Field,1.0,608337,4.92,10.01,10.09,1.49,.284,0.0,0.4,0.25,0.2,0.333,True
64,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.0,0.4,0.25,0.0,0.5,False
65,16426,Thairo Estrada,SFG,26,0.268,0.317,0.416,0.815,642731,137,Zac Gallen,0.0,Chase Field,13.0,668678,2.94,6.39,8.62,0.99,.197,0.0,0.0,0.25,0.0,0.5,True
66,20126,Dylan Carlson,STL,23,0.238,0.31,0.392,0.769,666185,138,Kevin Gausman,0.0,Rogers Centre,2.0,592332,2.91,9.56,10.48,1.23,.270,0.4,0.0,0.25,0.5,0.167,True
67,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Drew Rasmussen,1.0,Oriole Park at Camden Yards,30.0,656876,2.96,8.08,7.39,1.17,.238,0.333,0.25,0.25,0.4,0.333,True
68,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Lucas Giolito,1.0,Coors Field,1.0,608337,4.92,10.01,10.09,1.49,.284,0.25,0.0,0.4,0.5,0.2,True
69,11477,Christian Yelich,MIL,30,0.256,0.361,0.382,0.779,592885,158,Chris Archer,1.0,American Family Field,18.0,502042,4.02,7.01,7.58,1.29,.212,0.5,0.25,0.25,0.2,0.25,True
70,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Zac Gallen,0.0,Chase Field,13.0,668678,2.94,6.39,8.62,0.99,.197,0.0,0.0,0.25,0.0,0.25,False
72,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Jon Gray,1.0,T-Mobile Park,27.0,592351,3.83,7.58,10.10,1.17,.224,0.5,0.0,0.2,0.25,0.2,True
73,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Logan Webb,1.0,Chase Field,13.0,657277,3.00,7.86,7.44,1.13,.234,0.25,0.0,0.25,0.0,0.5,True
74,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Corbin Burnes,0.0,American Family Field,18.0,669203,2.39,5.85,11.39,0.92,.182,0.2,0.2,0.4,0.0,0.5,False
75,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Domingo German,1.0,Citi Field,22.0,593334,4.18,9.89,6.46,1.44,.277,0.0,0.667,0.0,0.0,0.333,True
76,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Drew Rasmussen,1.0,Oriole Park at Camden Yards,30.0,656876,2.96,8.08,7.39,1.17,.238,0.0,0.5,0.25,0.25,0.0,False
77,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Max Scherzer,0.0,Citi Field,22.0,453286,1.93,6.84,11.05,0.93,.209,0.0,0.5,0.0,0.0,0.4,True
80,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Max Scherzer,0.0,Citi Field,22.0,453286,1.93,6.84,11.05,0.93,.209,0.0,0.0,0.5,0.5,0.2,True
81,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Cristian Javier,1.0,Oakland Coliseum,19.0,664299,3.14,6.19,11.84,1.05,.191,0.25,0.75,0.333,0.333,0.25,False
82,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Max Scherzer,0.0,Citi Field,22.0,453286,1.93,6.84,11.05,0.93,.209,0.667,0.5,0.0,0.0,0.667,True
84,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Charlie Morton,1.0,Citizens Bank Park,16.0,450203,4.26,7.63,10.35,1.21,.230,0.5,0.75,0.75,0.25,0.333,True
85,5235,Justin Turner,LAD,37,0.257,0.329,0.406,0.823,457759,119,Patrick Corbin,1.0,Dodger Stadium,17.0,571578,7.02,13.13,8.32,1.82,.331,0.333,0.0,0.8,0.333,0.25,True
87,18564,Trent Grisham,SDP,25,0.197,0.296,0.365,0.773,663757,135,Tarik Skubal,0.0,Comerica Park,25.0,669373,3.52,7.95,8.95,1.16,.237,0.0,0.25,0.0,0.333,0.0,True
89,19339,Nicky Lopez,KCR,27,0.243,0.298,0.287,0.84,670032,118,Janson Junk,1.0,Kauffman Stadium,5.0,676083,6.48,10.80,11.88,1.56,.294,0.0,0.0,0.667,0.5,0.5,False
91,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Tyler Wells,0.0,Oriole Park at Camden Yards,30.0,669330,3.90,7.80,6.46,1.11,.232,0.4,0.25,0.5,0.0,0.25,True
92,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Cal Quantrill,1.0,Fenway Park,3.0,615698,3.67,8.58,5.95,1.22,.255,0.0,0.25,0.5,0.5,0.0,True
93,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Jon Gray,1.0,T-Mobile Park,27.0,592351,3.83,7.58,10.10,1.17,.224,0.333,0.333,0.0,0.5,0.25,True
94,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.25,0.5,0.0,0.25,0.333,True
95,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Yu Darvish,1.0,Comerica Park,25.0,506433,3.40,7.38,9.04,1.01,.220,0.25,0.0,0.0,0.0,0.25,True
96,6184,J.D. Martinez,BOS,34,0.281,0.346,0.443,0.715,502110,111,Cal Quantrill,1.0,Fenway Park,3.0,615698,3.67,8.58,5.95,1.22,.255,0.0,0.0,0.0,0.4,0.0,False
98,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Drew Rasmussen,1.0,Oriole Park at Camden Yards,30.0,656876,2.96,8.08,7.39,1.17,.238,0.0,0.25,0.0,0.0,0.0,True
100,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Domingo German,1.0,Citi Field,22.0,593334,4.18,9.89,6.46,1.44,.277,0.25,0.0,0.0,0.333,0.6,True
101,12979,Javier Baez,DET,29,0.224,0.266,0.379,0.6729999999999999,595879,116,Yu Darvish,1.0,Comerica Park,25.0,506433,3.40,7.38,9.04,1.01,.220,0.2,0.333,0.0,0.5,0.6,True
103,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,4.18,9.88,5.15,1.41,.280,0.25,0.5,0.0,0.5,0.5,True
104,26197,Andrew Vaughn,CHW,24,0.296,0.346,0.466,0.8270000000000001,683734,145,Antonio Senzatela,0.0,Coors Field,1.0,622608,4.67,12.61,5.16,1.65,.343,0.0,0.2,0.25,0.25,0.75,False
106,14813,Kyle Farmer,CIN,31,0.254,0.327,0.368,0.825,571657,113,Braxton Garrett,1.0,Great American Ball Park,8.0,666129,4.02,8.76,9.91,1.20,.250,0.0,0.5,0.0,0.0,0.5,True
107,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Jon Gray,1.0,T-Mobile Park,27.0,592351,3.83,7.58,10.10,1.17,.224,0.0,0.5,0.0,0.25,0.0,False
108,24655,Owen Miller,CLE,25,0.24,0.296,0.359,0.838,680911,114,Nathan Eovaldi,0.0,Fenway Park,3.0,543135,4.15,9.75,8.67,1.26,.270,0.2,0.0,0.333,0.0,0.25,True
109,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Max Scherzer,0.0,Citi Field,22.0,453286,1.93,6.84,11.05,0.93,.209,0.667,0.2,0.25,0.25,1.0,True
110,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Lucas Giolito,1.0,Coors Field,1.0,608337,4.92,10.01,10.09,1.49,.284,0.2,0.0,0.333,0.25,0.333,True
111,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Cristian Javier,1.0,Oakland Coliseum,19.0,664299,3.14,6.19,11.84,1.05,.191,0.25,0.667,0.5,0.0,0.25,True
112,9847,Andrew McCutchen,MIL,35,0.253,0.324,0.398,0.802,457705,158,Chris Archer,1.0,American Family Field,18.0,502042,4.02,7.01,7.58,1.29,.212,0.4,0.25,0.4,0.0,0.25,True
116,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Cole Irvin,0.0,Oakland Coliseum,19.0,608344,2.92,7.59,6.13,1.03,.226,0.0,0.0,0.25,0.25,0.25,True
118,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Luis Castillo,0.0,Great American Ball Park,8.0,622491,1.84,4.91,9.20,0.89,.163,0.0,0.2,0.25,0.4,0.0,False
119,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Andrew Heaney,0.0,Dodger Stadium,17.0,571760,1.16,6.10,12.19,1.00,.183,0.25,0.5,0.0,0.0,0.5,True
120,4314,Joey Votto,CIN,38,0.217,0.335,0.391,0.7240000000000001,458015,113,Braxton Garrett,1.0,Great American Ball Park,8.0,666129,4.02,8.76,9.91,1.20,.250,0.0,0.25,0.333,0.0,0.25,False
121,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Brad Keller,0.0,Kauffman Stadium,5.0,641745,4.93,9.42,6.11,1.43,.268,0.0,0.5,0.2,0.75,0.25,True
122,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Marco Gonzales,0.0,T-Mobile Park,27.0,594835,4.18,9.88,5.15,1.41,.280,0.0,0.0,0.5,0.0,0.0,False
123,12179,Maikel Franco,WSN,29,0.231,0.258,0.347,0.7440000000000001,596748,120,Andrew Heaney,0.0,Dodger Stadium,17.0,571760,1.16,6.10,12.19,1.00,.183,0.0,0.333,0.0,0.667,0.333,True
124,2434,Nelson Cruz,WSN,41,0.233,0.316,0.34,0.703,443558,120,Andrew Heaney,0.0,Dodger Stadium,17.0,571760,1.16,6.10,12.19,1.00,.183,0.5,0.0,0.0,0.0,0.0,False
125,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Yu Darvish,1.0,Comerica Park,25.0,506433,3.40,7.38,9.04,1.01,.220,0.5,0.5,0.0,0.25,0.0,True
126,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Charlie Morton,1.0,Citizens Bank Park,16.0,450203,4.26,7.63,10.35,1.21,.230,0.0,0.5,0.25,0.0,0.0,True
127,10324,Marcell Ozuna,ATL,31,0.211,0.261,0.391,0.742,542303,144,Kyle Gibson,0.0,Citizens Bank Park,16.0,502043,4.29,8.06,6.73,1.18,.239,0.0,0.75,0.0,0.25,0.25,True
